1989	233	19	55	59	923	-17803.95915	-4336825.747	-2334279.244	-469.8242069	16.66969446	8.113846957	-2123819.768	4438957.364	-190888.8067	7.318372301	-15.12947443	0.798617149	0	0	0	0	0	0	1989	233	19	55	59	923	0.796474	0.582544	0.162085	0.119477	0.111153	-0.986595	-0.592751	0.805163	0.01893
1989	233	19	56	12	163	-23554.35085	-4336617.897	-2334179.931	-469.7821416	17.29264563	8.113848549	-2123730.18	4438772.16	-190879.0315	7.318373956	-15.12947781	0.79861719	0	0	0	0	0	0	1989	233	19	56	12	163	0.796474	0.582544	0.162085	0.119477	0.111153	-0.986595	-0.592751	0.805163	0.01893
1989	233	19	56	31	3	-32404.4244	-4336283.073	-2334027.066	-469.71578	18.25134073	8.113850998	-2123592.286	4438487.09	-190863.9853	7.318376503	-15.12948301	0.798617252	0	0	0	0	0	0	1989	233	19	56	31	3	0.796474	0.582544	0.162085	0.119477	0.111153	-0.986595	-0.592751	0.805163	0.01893
1989	233	19	56	47	923	-40351.49926	-4335966.977	-2333889.779	-469.654514	19.11216503	8.113853198	-2123468.445	4438231.072	-190850.4725	7.31837879	-15.12948767	0.798617308	0	0	0	0	0	0	1989	233	19	56	47	923	0.796474	0.582544	0.162085	0.119477	0.111153	-0.986595	-0.592751	0.805163	0.01893
1989	233	19	56	53	923	-43169.36017	-4335851.389	-2333841.096	-469.6324095	19.41738282	8.113853979	-2123424.53	4438140.285	-190845.6807	7.318379601	-15.12948933	0.798617328	0	0	0	0	0	0	1989	233	19	56	53	923	0.796474	0.582544	0.162085	0.119477	0.111153	-0.986595	-0.592751	0.805163	0.01893
1989	233	19	57	0	162	-46099.32452	-4335729.254	-2333790.474	-469.6092142	19.73473652	8.11385479	-2123378.865	4438045.883	-190840.6981	7.318380445	-15.12949105	0.798617348	0	0	0	0	0	0	1989	233	19	57	0	162	0.796474	0.582544	0.162085	0.119477	0.111153	-0.986595	-0.592751	0.805163	0.01893
1989	233	19	57	35	923	-62890.58938	-4334991	-2333500.314	-469.4721255	21.55332153	8.113859442	-2123117.122	4437504.78	-190812.1383	7.318385279	-15.12950092	0.798617467	0	0	0	0	0	0	1989	233	19	57	35	923	0.796474	0.582544	0.162085	0.119477	0.111153	-0.986595	-0.592751	0.805163	0.01893
1989	233	19	57	48	163	-68636.63197	-4334723.379	-2333401	-469.4235861	22.17559823	8.113861034	-2123027.535	4437319.575	-190802.3631	7.318386934	-15.1295043	0.798617507	0	0	0	0	0	0	1989	233	19	57	48	163	0.796474	0.582544	0.162085	0.119477	0.111153	-0.986595	-0.592751	0.805163	0.01893
1989	233	19	58	7	3	-77479.85645	-4334296.569	-2333248.135	-469.3472617	23.13323841	8.113863485	-2122889.641	4437034.505	-190787.3169	7.318389481	-15.1295095	0.798617569	0	0	0	0	0	0	1989	233	19	58	7	3	0.796474	0.582544	0.162085	0.119477	0.111153	-0.986595	-0.592751	0.805163	0.01893
1989	233	19	58	23	922	-85420.15105	-4333897.904	-2333110.857	-469.2770548	23.99304716	8.113865687	-2122765.807	4436778.503	-190773.8049	7.318391768	-15.12951417	0.798617625	0	0	0	0	0	0	1989	233	19	58	23	922	0.796474	0.582544	0.162085	0.119477	0.111153	-0.986595	-0.592751	0.805163	0.01893
